evm.model.A01.1	BraA01g00010C2
evm.model.Scaffold000066.47	BraU01g00470C2
evm.model.Scaffold000066.48	BraU01g00480C2
evm.model.Scaffold000066.49	BraU01g00490C2
evm.model.Scaffold000066.50	BraU01g00500C2
evm.model.Scaffold000066.51	BraU01g00510C2
evm.model.Scaffold000066.52	BraU01g00520C2
evm.model.Scaffold000066.53	BraU01g00530C2
evm.model.Scaffold000066.54	BraU01g00540C2
evm.model.Scaffold000066.55	BraU01g00550C2
evm.model.Scaffold000066.56	BraU01g00560C2
evm.model.Scaffold000066.57	BraU01g00570C2
evm.model.Scaffold000066.58	BraU01g00580C2
evm.model.Scaffold000066.59	BraU01g00590C2
evm.model.Scaffold000066.60	BraU01g00600C2
evm.model.Scaffold000066.61	BraU01g00610C2
evm.model.Scaffold000066.62	BraU01g00620C2
evm.model.Scaffold000066.63	BraU01g00630C2
evm.model.Scaffold000066.64	BraU01g00640C2
evm.model.Scaffold000066.65	BraU01g00650C2
evm.model.Scaffold000066.66	BraU01g00660C2
evm.model.Scaffold000066.67	BraU01g00670C2
evm.model.Scaffold000066.68	BraU01g00680C2
evm.model.Scaffold000066.69	BraU01g00690C2
evm.model.Scaffold000066.70	BraU01g00700C2
evm.model.Scaffold000066.71	BraU01g00710C2
evm.model.Scaffold000066.72	BraU01g00720C2
evm.model.Scaffold000066.73	BraU01g00730C2
evm.model.Scaffold000066.74	BraU01g00740C2
evm.model.Scaffold000066.75	BraU01g00750C2
evm.model.Scaffold000066.76	BraU01g00760C2
evm.model.Scaffold000066.77	BraU01g00770C2
evm.model.Scaffold000066.78	BraU01g00780C2
evm.model.Scaffold000066.79	BraU01g00790C2
evm.model.Scaffold000066.80	BraU01g00800C2
evm.model.Scaffold000066.81	BraU01g00810C2
evm.model.Scaffold000066.82	BraU01g00820C2
evm.model.Scaffold000066.83	BraU01g00830C2
evm.model.Scaffold000066.84	BraU01g00840C2
evm.model.Scaffold000066.85	BraU01g00850C2
evm.model.Scaffold000066.86	BraU01g00860C2
evm.model.Scaffold000066.87	BraU01g00870C2
evm.model.Scaffold000066.88	BraU01g00880C2
evm.model.Scaffold000066.89	BraU01g00890C2
evm.model.Scaffold000066.90	BraU01g00900C2
evm.model.Scaffold000066.91	BraU01g00910C2
evm.model.Scaffold000066.92	BraU01g00920C2
evm.model.Scaffold000066.93	BraU01g00930C2
evm.model.Scaffold000066.94	BraU01g00940C2
evm.model.Scaffold000066.95	BraU01g00950C2
evm.model.Scaffold000066.96	BraU01g00960C2
evm.model.Scaffold000066.97	BraU01g00970C2
evm.model.Scaffold000066.98	BraU01g00980C2
evm.model.Scaffold000066.99	BraU01g00990C2
evm.model.Scaffold000066.100	BraU01g01000C2
evm.model.Scaffold000066.101	BraU01g01010C2
evm.model.Scaffold000066.102	BraU01g01020C2
evm.model.Scaffold000066.103	BraU01g01030C2
evm.model.Scaffold000066.104	BraU01g01040C2
evm.model.Scaffold000066.105	BraU01g01050C2
evm.model.Scaffold000066.106	BraU01g01060C2
evm.model.Scaffold000066.107	BraU01g01070C2
evm.model.Scaffold000066.108	BraU01g01080C2
evm.model.Scaffold000066.109	BraU01g01090C2
evm.model.Scaffold000066.110	BraU01g01100C2
evm.model.Scaffold000066.111	BraU01g01110C2
evm.model.Scaffold000066.112	BraU01g01120C2
evm.model.Scaffold000066.113	BraU01g01130C2
evm.model.Scaffold000066.114	BraU01g01140C2
evm.model.Scaffold000066.115	BraU01g01150C2
evm.model.Scaffold000066.116	BraU01g01160C2
evm.model.Scaffold000066.117	BraU01g01170C2
evm.model.Scaffold000066.118	BraU01g01180C2
evm.model.Scaffold000066.119	BraU01g01190C2
evm.model.Scaffold000066.120	BraU01g01200C2
evm.model.Scaffold000066.121	BraU01g01210C2
evm.model.Scaffold000066.122	BraU01g01220C2
evm.model.Scaffold000066.123	BraU01g01230C2
evm.model.Scaffold000066.124	BraU01g01240C2
evm.model.Scaffold000066.125	BraU01g01250C2
evm.model.Scaffold000066.126	BraU01g01260C2
evm.model.Scaffold000066.127	BraU01g01270C2
evm.model.Scaffold000066.128	BraU01g01280C2
evm.model.Scaffold000066.129	BraU01g01290C2
evm.model.Scaffold000066.130	BraU01g01300C2
evm.model.Scaffold000066.131	BraU01g01310C2
evm.model.Scaffold000066.132	BraU01g01320C2
evm.model.Scaffold000066.133	BraU01g01330C2
evm.model.Scaffold000066.134	BraU01g01340C2
evm.model.Scaffold000066.135	BraU01g01350C2
evm.model.Scaffold000066.136	BraU01g01360C2
evm.model.Scaffold000066.137	BraU01g01370C2
evm.model.Scaffold000066.138	BraU01g01380C2
evm.model.Scaffold000066.139	BraU01g01390C2
evm.model.Scaffold000066.140	BraU01g01400C2
evm.model.Scaffold000066.141	BraU01g01410C2
evm.model.Scaffold000066.142	BraU01g01420C2
evm.model.Scaffold000066.143	BraU01g01430C2
evm.model.Scaffold000066.144	BraU01g01440C2
evm.model.Scaffold000066.145	BraU01g01450C2
evm.model.Scaffold000066.146	BraU01g01460C2
evm.model.Scaffold000066.147	BraU01g01470C2
evm.model.Scaffold000066.148	BraU01g01480C2
evm.model.Scaffold000066.149	BraU01g01490C2
evm.model.Scaffold000066.150	BraU01g01500C2
evm.model.Scaffold000066.151	BraU01g01510C2
evm.model.Scaffold000066.152	BraU01g01520C2
evm.model.Scaffold000066.153	BraU01g01530C2
evm.model.Scaffold000066.154	BraU01g01540C2
evm.model.Scaffold000066.155	BraU01g01550C2
evm.model.Scaffold000066.156	BraU01g01560C2
evm.model.Scaffold000066.157	BraU01g01570C2
evm.model.Scaffold000066.158	BraU01g01580C2
evm.model.Scaffold000066.159	BraU01g01590C2
evm.model.Scaffold000066.160	BraU01g01600C2
evm.model.Scaffold000066.161	BraU01g01610C2
evm.model.Scaffold000066.162	BraU01g01620C2
evm.model.Scaffold000066.163	BraU01g01630C2
evm.model.Scaffold000066.164	BraU01g01640C2
evm.model.Scaffold000066.165	BraU01g01650C2
evm.model.Scaffold000066.166	BraU01g01660C2
evm.model.Scaffold000066.167	BraU01g01670C2
evm.model.Scaffold000066.168	BraU01g01680C2
evm.model.Scaffold000086.1	BraU01g01690C2
evm.model.Scaffold000086.2	BraU01g01700C2
evm.model.Scaffold000086.3	BraU01g01710C2
evm.model.Scaffold000086.4	BraU01g01720C2
evm.model.Scaffold000086.5	BraU01g01730C2
evm.model.Scaffold000086.6	BraU01g01740C2
evm.model.Scaffold000086.7	BraU01g01750C2
evm.model.Scaffold000086.8	BraU01g01760C2
evm.model.Scaffold000086.9	BraU01g01770C2
evm.model.Scaffold000086.10	BraU01g01780C2
evm.model.Scaffold000086.11	BraU01g01790C2
evm.model.Scaffold000086.12	BraU01g01800C2
evm.model.Scaffold000086.13	BraU01g01810C2
evm.model.Scaffold000086.14	BraU01g01820C2
evm.model.Scaffold000086.15	BraU01g01830C2
evm.model.Scaffold000086.16	BraU01g01840C2
evm.model.Scaffold000086.17	BraU01g01850C2
evm.model.Scaffold000086.18	BraU01g01860C2
evm.model.Scaffold000086.19	BraU01g01870C2
evm.model.Scaffold000086.20	BraU01g01880C2
evm.model.Scaffold000086.21	BraU01g01890C2
evm.model.Scaffold000086.22	BraU01g01900C2
evm.model.Scaffold000086.23	BraU01g01910C2
evm.model.Scaffold000086.24	BraU01g01920C2
evm.model.Scaffold000086.25	BraU01g01930C2
evm.model.Scaffold000086.26	BraU01g01940C2
evm.model.Scaffold000086.27	BraU01g01950C2
evm.model.Scaffold000086.28	BraU01g01960C2
evm.model.Scaffold000086.29	BraU01g01970C2
evm.model.Scaffold000086.30	BraU01g01980C2
evm.model.Scaffold000086.31	BraU01g01990C2
evm.model.Scaffold000086.32	BraU01g02000C2
evm.model.Scaffold000086.33	BraU01g02010C2
evm.model.Scaffold000086.34	BraU01g02020C2
evm.model.Scaffold000086.35	BraU01g02030C2
evm.model.Scaffold000086.36	BraU01g02040C2
evm.model.Scaffold000086.37	BraU01g02050C2
evm.model.Scaffold000086.38	BraU01g02060C2
evm.model.Scaffold000086.39	BraU01g02070C2
evm.model.Scaffold000086.40	BraU01g02080C2
evm.model.Scaffold000086.41	BraU01g02090C2
evm.model.Scaffold000086.42	BraU01g02100C2
evm.model.Scaffold000086.43	BraU01g02110C2
evm.model.Scaffold000086.44	BraU01g02120C2
evm.model.Scaffold000086.45	BraU01g02130C2
evm.model.Scaffold000086.46	BraU01g02140C2
evm.model.Scaffold000086.47	BraU01g02150C2
evm.model.Scaffold000086.48	BraU01g02160C2
evm.model.Scaffold000086.49	BraU01g02170C2
evm.model.Scaffold000086.50	BraU01g02180C2
evm.model.Scaffold000086.51	BraU01g02190C2
evm.model.Scaffold000086.52	BraU01g02200C2
evm.model.Scaffold000086.53	BraU01g02210C2
evm.model.Scaffold000086.54	BraU01g02220C2
evm.model.Scaffold000086.55	BraU01g02230C2
evm.model.Scaffold000086.56	BraU01g02240C2
evm.model.Scaffold000086.57	BraU01g02250C2
evm.model.Scaffold000086.58	BraU01g02260C2
evm.model.Scaffold000086.59	BraU01g02270C2
evm.model.Scaffold000086.60	BraU01g02280C2
evm.model.Scaffold000086.61	BraU01g02290C2
evm.model.Scaffold000086.62	BraU01g02300C2
evm.model.Scaffold000086.63	BraU01g02310C2
evm.model.Scaffold000086.64	BraU01g02320C2
evm.model.Scaffold000086.65	BraU01g02330C2
evm.model.Scaffold000086.66	BraU01g02340C2
evm.model.Scaffold000086.67	BraU01g02350C2
evm.model.Scaffold000086.68	BraU01g02360C2
evm.model.Scaffold000086.69	BraU01g02370C2
evm.model.Scaffold000086.70	BraU01g02380C2
evm.model.Scaffold000086.71	BraU01g02390C2
evm.model.Scaffold000086.72	BraU01g02400C2
evm.model.Scaffold000086.73	BraU01g02410C2
evm.model.Scaffold000086.74	BraU01g02420C2
evm.model.Scaffold000086.75	BraU01g02430C2
evm.model.Scaffold000086.76	BraU01g02440C2
evm.model.Scaffold000086.77	BraU01g02450C2
evm.model.Scaffold000086.78	BraU01g02460C2
evm.model.Scaffold000086.79	BraU01g02470C2
evm.model.Scaffold000086.80	BraU01g02480C2
evm.model.Scaffold000086.81	BraU01g02490C2
evm.model.Scaffold000086.82	BraU01g02500C2
evm.model.Scaffold000086.83	BraU01g02510C2
evm.model.Scaffold000086.84	BraU01g02520C2
evm.model.Scaffold000086.85	BraU01g02530C2
evm.model.Scaffold000086.86	BraU01g02540C2
evm.model.Scaffold000086.87	BraU01g02550C2
evm.model.Scaffold000086.88	BraU01g02560C2
evm.model.Scaffold000086.89	BraU01g02570C2
evm.model.Scaffold000086.90	BraU01g02580C2
evm.model.Scaffold000086.91	BraU01g02590C2
evm.model.Scaffold000086.92	BraU01g02600C2
evm.model.Scaffold000086.93	BraU01g02610C2
evm.model.Scaffold000086.94	BraU01g02620C2
evm.model.Scaffold000086.95	BraU01g02630C2
evm.model.Scaffold000086.96	BraU01g02640C2
evm.model.Scaffold000086.97	BraU01g02650C2
evm.model.Scaffold000086.98	BraU01g02660C2
evm.model.Scaffold000086.99	BraU01g02670C2
evm.model.Scaffold000086.100	BraU01g02680C2
evm.model.Scaffold000086.101	BraU01g02690C2
evm.model.Scaffold000086.102	BraU01g02700C2
evm.model.Scaffold000086.103	BraU01g02710C2
evm.model.Scaffold000086.104	BraU01g02720C2
evm.model.Scaffold000086.105	BraU01g02730C2
evm.model.Scaffold000086.106	BraU01g02740C2
evm.model.Scaffold000086.107	BraU01g02750C2
evm.model.Scaffold000086.108	BraU01g02760C2
evm.model.Scaffold000088.1	BraU01g02770C2
evm.model.Scaffold000088.2	BraU01g02780C2
evm.model.Scaffold000088.3	BraU01g02790C2
evm.model.Scaffold000088.4	BraU01g02800C2
evm.model.Scaffold000088.5	BraU01g02810C2
evm.model.Scaffold000088.6	BraU01g02820C2
evm.model.Scaffold000088.7	BraU01g02830C2
evm.model.Scaffold000088.8	BraU01g02840C2
evm.model.Scaffold000088.9	BraU01g02850C2
evm.model.Scaffold000088.10	BraU01g02860C2
evm.model.Scaffold000088.11	BraU01g02870C2
evm.model.Scaffold000088.12	BraU01g02880C2
evm.model.Scaffold000088.13	BraU01g02890C2
evm.model.Scaffold000088.14	BraU01g02900C2
evm.model.Scaffold000088.15	BraU01g02910C2
evm.model.Scaffold000088.16	BraU01g02920C2
evm.model.Scaffold000088.17	BraU01g02930C2
evm.model.Scaffold000088.18	BraU01g02940C2
evm.model.Scaffold000088.19	BraU01g02950C2
evm.model.Scaffold000088.20	BraU01g02960C2
evm.model.Scaffold000088.21	BraU01g02970C2
evm.model.Scaffold000088.22	BraU01g02980C2
evm.model.Scaffold000088.23	BraU01g02990C2
evm.model.Scaffold000088.24	BraU01g03000C2
evm.model.Scaffold000088.25	BraU01g03010C2
evm.model.Scaffold000088.26	BraU01g03020C2
evm.model.Scaffold000088.27	BraU01g03030C2
evm.model.Scaffold000088.28	BraU01g03040C2
evm.model.Scaffold000088.29	BraU01g03050C2
evm.model.Scaffold000088.30	BraU01g03060C2
evm.model.Scaffold000088.31	BraU01g03070C2
evm.model.Scaffold000088.32	BraU01g03080C2
evm.model.Scaffold000088.33	BraU01g03090C2
evm.model.Scaffold000088.34	BraU01g03100C2
evm.model.Scaffold000088.35	BraU01g03110C2
evm.model.Scaffold000088.36	BraU01g03120C2
evm.model.Scaffold000088.37	BraU01g03130C2
evm.model.Scaffold000088.38	BraU01g03140C2
evm.model.Scaffold000088.39	BraU01g03150C2
evm.model.Scaffold000088.40	BraU01g03160C2
evm.model.Scaffold000088.41	BraU01g03170C2
evm.model.Scaffold000088.42	BraU01g03180C2
evm.model.Scaffold000088.43	BraU01g03190C2
evm.model.Scaffold000088.44	BraU01g03200C2
evm.model.Scaffold000088.45	BraU01g03210C2
evm.model.Scaffold000088.46	BraU01g03220C2
evm.model.Scaffold000088.47	BraU01g03230C2
evm.model.Scaffold000088.48	BraU01g03240C2
evm.model.Scaffold000088.49	BraU01g03250C2
evm.model.Scaffold000088.50	BraU01g03260C2
evm.model.Scaffold000088.51	BraU01g03270C2
evm.model.Scaffold000088.52	BraU01g03280C2
evm.model.Scaffold000088.53	BraU01g03290C2
evm.model.Scaffold000088.54	BraU01g03300C2
evm.model.Scaffold000088.55	BraU01g03310C2
evm.model.Scaffold000088.56	BraU01g03320C2
evm.model.Scaffold000088.57	BraU01g03330C2
evm.model.Scaffold000088.58	BraU01g03340C2
evm.model.Scaffold000088.59	BraU01g03350C2
evm.model.Scaffold000088.60	BraU01g03360C2
evm.model.Scaffold000088.61	BraU01g03370C2
evm.model.Scaffold000088.62	BraU01g03380C2
evm.model.Scaffold000088.63	BraU01g03390C2
evm.model.Scaffold000088.64	BraU01g03400C2
evm.model.Scaffold000088.65	BraU01g03410C2
evm.model.Scaffold000088.66	BraU01g03420C2
evm.model.Scaffold000088.67	BraU01g03430C2
evm.model.Scaffold000088.68	BraU01g03440C2
evm.model.Scaffold000088.69	BraU01g03450C2
evm.model.Scaffold000088.70	BraU01g03460C2
evm.model.Scaffold000088.71	BraU01g03470C2
evm.model.Scaffold000088.72	BraU01g03480C2
evm.model.Scaffold000088.73	BraU01g03490C2
evm.model.Scaffold000088.74	BraU01g03500C2
evm.model.Scaffold000088.75	BraU01g03510C2
evm.model.Scaffold000088.76	BraU01g03520C2
evm.model.Scaffold000088.77	BraU01g03530C2
evm.model.Scaffold000088.78	BraU01g03540C2
evm.model.Scaffold000088.79	BraU01g03550C2
evm.model.Scaffold000088.80	BraU01g03560C2
evm.model.Scaffold000088.81	BraU01g03570C2
evm.model.Scaffold000088.82	BraU01g03580C2
evm.model.Scaffold000089.1	BraU01g03590C2
evm.model.Scaffold000089.2	BraU01g03600C2
evm.model.Scaffold000089.3	BraU01g03610C2
evm.model.Scaffold000089.4	BraU01g03620C2
evm.model.Scaffold000089.5	BraU01g03630C2
evm.model.Scaffold000089.6	BraU01g03640C2
evm.model.Scaffold000089.7	BraU01g03650C2
evm.model.Scaffold000089.8	BraU01g03660C2
evm.model.Scaffold000089.9	BraU01g03670C2
evm.model.Scaffold000089.10	BraU01g03680C2
evm.model.Scaffold000089.11	BraU01g03690C2
evm.model.Scaffold000089.12	BraU01g03700C2
evm.model.Scaffold000089.13	BraU01g03710C2
evm.model.Scaffold000089.14	BraU01g03720C2
evm.model.Scaffold000089.15	BraU01g03730C2
evm.model.Scaffold000089.16	BraU01g03740C2
evm.model.Scaffold000089.17	BraU01g03750C2
evm.model.Scaffold000089.18	BraU01g03760C2
evm.model.Scaffold000089.19	BraU01g03770C2
evm.model.Scaffold000089.20	BraU01g03780C2
evm.model.Scaffold000089.21	BraU01g03790C2
evm.model.Scaffold000089.22	BraU01g03800C2
evm.model.Scaffold000089.23	BraU01g03810C2
evm.model.Scaffold000089.24	BraU01g03820C2
evm.model.Scaffold000089.25	BraU01g03830C2
evm.model.Scaffold000089.26	BraU01g03840C2
evm.model.Scaffold000089.27	BraU01g03850C2
evm.model.Scaffold000089.28	BraU01g03860C2
evm.model.Scaffold000089.29	BraU01g03870C2
evm.model.Scaffold000089.30	BraU01g03880C2
evm.model.Scaffold000089.31	BraU01g03890C2
evm.model.Scaffold000089.32	BraU01g03900C2
evm.model.Scaffold000089.33	BraU01g03910C2
evm.model.Scaffold000089.34	BraU01g03920C2
evm.model.Scaffold000089.35	BraU01g03930C2
evm.model.Scaffold000089.36	BraU01g03940C2
evm.model.Scaffold000089.37	BraU01g03950C2
evm.model.Scaffold000089.38	BraU01g03960C2
evm.model.Scaffold000089.39	BraU01g03970C2
evm.model.Scaffold000089.40	BraU01g03980C2
evm.model.Scaffold000089.41	BraU01g03990C2
evm.model.Scaffold000089.42	BraU01g04000C2
evm.model.Scaffold000089.43	BraU01g04010C2
evm.model.Scaffold000089.44	BraU01g04020C2
evm.model.Scaffold000089.45	BraU01g04030C2
evm.model.Scaffold000089.46	BraU01g04040C2
evm.model.Scaffold000089.47	BraU01g04050C2
evm.model.Scaffold000089.48	BraU01g04060C2
evm.model.Scaffold000089.49	BraU01g04070C2
evm.model.Scaffold000089.50	BraU01g04080C2
evm.model.Scaffold000089.51	BraU01g04090C2
evm.model.Scaffold000089.52	BraU01g04100C2
evm.model.Scaffold000089.53	BraU01g04110C2
evm.model.Scaffold000089.54	BraU01g04120C2
evm.model.Scaffold000089.55	BraU01g04130C2
evm.model.Scaffold000089.56	BraU01g04140C2
evm.model.Scaffold000089.57	BraU01g04150C2
evm.model.Scaffold000089.58	BraU01g04160C2
evm.model.Scaffold000089.59	BraU01g04170C2
evm.model.Scaffold000089.60	BraU01g04180C2
evm.model.Scaffold000089.61	BraU01g04190C2
evm.model.Scaffold000089.62	BraU01g04200C2
evm.model.Scaffold000089.63	BraU01g04210C2
evm.model.Scaffold000089.64	BraU01g04220C2
evm.model.Scaffold000089.65	BraU01g04230C2
evm.model.Scaffold000089.66	BraU01g04240C2
evm.model.Scaffold000089.67	BraU01g04250C2
evm.model.Scaffold000089.68	BraU01g04260C2
evm.model.Scaffold000089.69	BraU01g04270C2
evm.model.Scaffold000089.70	BraU01g04280C2
evm.model.Scaffold000089.71	BraU01g04290C2
evm.model.Scaffold000089.72	BraU01g04300C2
evm.model.Scaffold000089.73	BraU01g04310C2
evm.model.Scaffold000089.74	BraU01g04320C2
evm.model.Scaffold000095.1	BraU01g04330C2
evm.model.Scaffold000095.2	BraU01g04340C2
evm.model.Scaffold000095.3	BraU01g04350C2
evm.model.Scaffold000095.4	BraU01g04360C2
evm.model.Scaffold000095.5	BraU01g04370C2
evm.model.Scaffold000095.6	BraU01g04380C2
evm.model.Scaffold000095.7	BraU01g04390C2
evm.model.Scaffold000095.8	BraU01g04400C2
evm.model.Scaffold000095.9	BraU01g04410C2
evm.model.Scaffold000095.10	BraU01g04420C2
evm.model.Scaffold000095.11	BraU01g04430C2
evm.model.Scaffold000095.12	BraU01g04440C2
evm.model.Scaffold000095.13	BraU01g04450C2
evm.model.Scaffold000095.14	BraU01g04460C2
evm.model.Scaffold000095.15	BraU01g04470C2
evm.model.Scaffold000095.16	BraU01g04480C2
evm.model.Scaffold000095.17	BraU01g04490C2
evm.model.Scaffold000095.18	BraU01g04500C2
evm.model.Scaffold000095.19	BraU01g04510C2
evm.model.Scaffold000095.20	BraU01g04520C2
evm.model.Scaffold000095.21	BraU01g04530C2
evm.model.Scaffold000095.22	BraU01g04540C2
evm.model.Scaffold000095.23	BraU01g04550C2
evm.model.Scaffold000095.24	BraU01g04560C2
evm.model.Scaffold000095.25	BraU01g04570C2
evm.model.Scaffold000095.26	BraU01g04580C2
evm.model.Scaffold000095.27	BraU01g04590C2
evm.model.Scaffold000095.28	BraU01g04600C2
evm.model.Scaffold000095.29	BraU01g04610C2
evm.model.Scaffold000095.30	BraU01g04620C2
evm.model.Scaffold000095.31	BraU01g04630C2
evm.model.Scaffold000095.32	BraU01g04640C2
evm.model.Scaffold000095.33	BraU01g04650C2
evm.model.Scaffold000095.34	BraU01g04660C2
evm.model.Scaffold000095.35	BraU01g04670C2
evm.model.Scaffold000095.36	BraU01g04680C2
evm.model.Scaffold000095.37	BraU01g04690C2
evm.model.Scaffold000095.38	BraU01g04700C2
evm.model.Scaffold000095.39	BraU01g04710C2
evm.model.Scaffold000095.40	BraU01g04720C2
evm.model.Scaffold000095.41	BraU01g04730C2
evm.model.Scaffold000095.42	BraU01g04740C2
evm.model.Scaffold000095.43	BraU01g04750C2
evm.model.Scaffold000095.44	BraU01g04760C2
evm.model.Scaffold000095.45	BraU01g04770C2
evm.model.Scaffold000095.46	BraU01g04780C2
evm.model.Scaffold000095.47	BraU01g04790C2
evm.model.Scaffold000095.48	BraU01g04800C2
evm.model.Scaffold000095.49	BraU01g04810C2
evm.model.Scaffold000095.50	BraU01g04820C2
evm.model.Scaffold000095.51	BraU01g04830C2
evm.model.Scaffold000095.52	BraU01g04840C2
evm.model.Scaffold000100.1	BraU01g04850C2
evm.model.Scaffold000100.2	BraU01g04860C2
evm.model.Scaffold000100.3	BraU01g04870C2
evm.model.Scaffold000100.4	BraU01g04880C2
evm.model.Scaffold000100.5	BraU01g04890C2
evm.model.Scaffold000100.6	BraU01g04900C2
evm.model.Scaffold000100.7	BraU01g04910C2
evm.model.Scaffold000100.8	BraU01g04920C2
evm.model.Scaffold000100.9	BraU01g04930C2
evm.model.Scaffold000100.10	BraU01g04940C2
evm.model.Scaffold000100.11	BraU01g04950C2
evm.model.Scaffold000100.12	BraU01g04960C2
evm.model.Scaffold000100.13	BraU01g04970C2
evm.model.Scaffold000100.14	BraU01g04980C2
evm.model.Scaffold000100.15	BraU01g04990C2
evm.model.Scaffold000100.16	BraU01g05000C2
evm.model.Scaffold000100.17	BraU01g05010C2
evm.model.Scaffold000100.18	BraU01g05020C2
evm.model.Scaffold000100.19	BraU01g05030C2
evm.model.Scaffold000100.20	BraU01g05040C2
evm.model.Scaffold000100.21	BraU01g05050C2
evm.model.Scaffold000100.22	BraU01g05060C2
evm.model.Scaffold000100.23	BraU01g05070C2
evm.model.Scaffold000100.24	BraU01g05080C2
evm.model.Scaffold000100.25	BraU01g05090C2
evm.model.Scaffold000100.26	BraU01g05100C2
evm.model.Scaffold000100.27	BraU01g05110C2
evm.model.Scaffold000100.28	BraU01g05120C2
evm.model.Scaffold000100.29	BraU01g05130C2
evm.model.Scaffold000100.30	BraU01g05140C2
evm.model.Scaffold000100.31	BraU01g05150C2
evm.model.Scaffold000100.32	BraU01g05160C2
evm.model.Scaffold000100.33	BraU01g05170C2
evm.model.Scaffold000100.34	BraU01g05180C2
evm.model.Scaffold000100.35	BraU01g05190C2
evm.model.Scaffold000100.36	BraU01g05200C2
evm.model.Scaffold000100.37	BraU01g05210C2
evm.model.Scaffold000100.38	BraU01g05220C2
evm.model.Scaffold000100.39	BraU01g05230C2
evm.model.Scaffold000100.40	BraU01g05240C2
evm.model.Scaffold000100.41	BraU01g05250C2
evm.model.Scaffold000100.42	BraU01g05260C2
evm.model.Scaffold000100.43	BraU01g05270C2
evm.model.Scaffold000100.44	BraU01g05280C2
evm.model.Scaffold000100.45	BraU01g05290C2
evm.model.Scaffold000100.46	BraU01g05300C2
evm.model.Scaffold000100.47	BraU01g05310C2
evm.model.Scaffold000100.48	BraU01g05320C2
evm.model.Scaffold000100.49	BraU01g05330C2
evm.model.Scaffold000100.50	BraU01g05340C2
evm.model.Scaffold000100.51	BraU01g05350C2
evm.model.Scaffold000100.52	BraU01g05360C2
evm.model.Scaffold000100.53	BraU01g05370C2
evm.model.Scaffold000100.54	BraU01g05380C2
evm.model.Scaffold000100.55	BraU01g05390C2
evm.model.Scaffold000100.56	BraU01g05400C2
evm.model.Scaffold000100.57	BraU01g05410C2
evm.model.Scaffold000100.58	BraU01g05420C2
evm.model.Scaffold000100.59	BraU01g05430C2
evm.model.Scaffold000100.60	BraU01g05440C2
evm.model.Scaffold000100.61	BraU01g05450C2
evm.model.Scaffold000100.62	BraU01g05460C2
evm.model.Scaffold000100.63	BraU01g05470C2
evm.model.Scaffold000100.64	BraU01g05480C2
evm.model.Scaffold000100.65	BraU01g05490C2
evm.model.Scaffold000100.66	BraU01g05500C2
evm.model.Scaffold000100.67	BraU01g05510C2
evm.model.Scaffold000101.1	BraU01g05520C2
evm.model.Scaffold000101.2	BraU01g05530C2
evm.model.Scaffold000101.3	BraU01g05540C2
evm.model.Scaffold000101.4	BraU01g05550C2
evm.model.Scaffold000101.5	BraU01g05560C2
evm.model.Scaffold000101.6	BraU01g05570C2
evm.model.Scaffold000101.7	BraU01g05580C2
evm.model.Scaffold000101.8	BraU01g05590C2
evm.model.Scaffold000101.9	BraU01g05600C2
evm.model.Scaffold000101.10	BraU01g05610C2
evm.model.Scaffold000101.11	BraU01g05620C2
evm.model.Scaffold000101.12	BraU01g05630C2
evm.model.Scaffold000101.13	BraU01g05640C2
